mode,row_kind,retarded_mode,auxiliary_mode,target,slack
5090,D2,677,,134430153/100000000,108510537143/55163916900000000
5093,D3,689,3395,1458996647/100000000,35347522258186702519035425237/1654917507000000000000000000000000
5096,D1,701,233,653806861/50000000,131995729467189675601367/6895489612500000000000000000
5099,D2,713,,35780219/25000000,259917817901/124118813025000000
5102,D3,725,3401,566229277/50000000,5487397099704727983915908077/330983501400000000000000000000000
5105,D1,737,245,65134679/12500000,118264044473583759769609/15514851628125000000000000000
5108,D2,749,,278886813/100000000,2027284594427/496475252100000000
5111,D3,761,3407,299253191/50000000,43486138750178946532399634749/4964752521000000000000000000000000
5114,D1,773,257,403950927/100000000,733867861323102071884717/124118813025000000000000000000
5117,D2,785,,187867129/100000000,1367284217791/496475252100000000
5120,D3,797,3413,515219059/100000000,2342313480130413692828689927/310297032562500000000000000000000
5123,D1,809,269,395624509/50000000,287509714034312484720511/24823762605000000000000000000
5126,D2,821,,28035397/20000000,204227014163/99295050420000000
5129,D3,833,3419,943246437/100000000,7618845797589480566847468119/551639169000000000000000000000000
5132,D1,845,281,24613549/5000000,9937231691633031032369/1379097922500000000000000000
5135,D2,857,,33278369/20000000,242412481751/99295050420000000
5138,D3,869,3425,229905939/100000000,8356977700564882558233184799/2482376260500000000000000000000000
5141,D1,881,293,514584137/100000000,10388646762823600185397/1379097922500000000000000000
5144,D2,893,,171180397/100000000,138449829907/55163916900000000
5147,D3,905,3431,644981319/100000000,46883757589010251877885829937/4964752521000000000000000000000000
5150,D1,917,305,9429403/1250000,457132923250727199722221/41372937675000000000000000000
5153,D2,929,,63781531/50000000,154124836783/82745875350000000
5156,D3,941,3437,221107213/50000000,1191678462875671212334803059/183879723000000000000000000000000
5159,D1,953,317,671122259/100000000,1220157026609831707165271/124118813025000000000000000000
5162,D2,965,,253515053/100000000,1843906801387/496475252100000000
5165,D3,977,3443,12473907/2500000,18138842106969579860792299603/2482376260500000000000000000000000
5168,D1,989,329,101650379/20000000,923393938748753652055667/124118813025000000000000000000
5171,D2,1001,,30031497/20000000,217879846063/99295050420000000
5174,D3,1013,3449,102641167/10000000,74623455675859072528245452311/4964752521000000000000000000000000
5177,D1,1025,341,31437607/4000000,285488928909183666307913/24823762605000000000000000000
5180,D2,1037,,9898899/6250000,71934625621/31029703256250000
5183,D3,1049,3455,656560609/100000000,9537493565370027487312718323/992950504200000000000000000000000
5186,D1,1061,353,478589613/100000000,217292723952297967694371/31029703256250000000000000000
5189,D2,1073,,71537317/20000000,519958673843/99295050420000000
5192,D3,1085,3461,572950947/100000000,10408902579191715931937222551/1241188130250000000000000000000000
5195,D1,1097,365,500639783/100000000,60677260343368558962719/8274587535000000000000000000
5198,D2,1109,,246160543/100000000,1791570021097/496475252100000000
5201,D3,1121,3467,814977721/100000000,2371368610206807247005196691/198590100840000000000000000000000
5204,D1,1133,377,1094508097/100000000,662890431832973558941633/41372937675000000000000000000
5207,D2,1145,,48493077/25000000,352913202883/124118813025000000
5210,D3,1157,3473,111242169/10000000,80826368300516010132116347003/4964752521000000000000000000000000
5213,D1,1169,389,789849/200000,47858244419991652077329/8274587535000000000000000000
5216,D2,1181,,252612627/100000000,1837665317333/496475252100000000
5219,D3,1193,3479,66869207/25000000,2429005572366731966718063691/620594065125000000000000000000000
5222,D1,1205,401,1421564/390625,330989086602773637441359/62059406512500000000000000000
5225,D2,1217,,213669661/100000000,1551089034619/496475252100000000
5228,D3,1229,3485,222903673/25000000,10808343680875063319197710041/827458753500000000000000000000000
5231,D1,1241,413,537285733/100000000,81367769164623377549311/10343234418750000000000000000
5234,D2,1253,,103278083/50000000,250753900919/82745875350000000
5237,D3,1265,3491,48490951/10000000,275756952169830469245025357/38787129070312500000000000000000
5240,D1,1277,425,70142391/6250000,56660201729752858280177/3447744806250000000000000000
5243,D2,1289,,7762197/3125000,56425751363/15514851628125000
5246,D3,1301,3497,73162973/12500000,21287298170687764403485472429/2482376260500000000000000000000000
5249,D1,1313,437,158021207/50000000,5986833598056691709593/1292904302343750000000000000
5252,D2,1325,,198853567/100000000,1447126907593/496475252100000000
5255,D3,1337,3503,327238747/20000000,29747669441890521052145591909/1241188130250000000000000000000000
5258,D1,1349,449,6917647/781250,268230724660009894708847/20686468837500000000000000000
5261,D2,1361,,16239541/12500000,117680367139/62059406512500000
5264,D3,1373,3509,528387013/25000000,10245418787715855105215976583/330983501400000000000000000000000
5267,D1,1385,461,148499289/25000000,1080107882020113645377429/124118813025000000000000000000
5270,D2,1397,,203433321/50000000,493169949253/82745875350000000
5273,D3,1409,3515,179560013/50000000,26125859207934854582250256297/4964752521000000000000000000000000
5276,D1,1421,473,425753269/100000000,193304123386347099283109/31029703256250000000000000000
5279,D2,1433,,13911731/5000000,101246276149/24823762605000000
5282,D3,1445,3521,176941027/25000000,25730317810046450333349926827/2482376260500000000000000000000000
5285,D1,1457,485,1672001633/100000000,94962717589223915943209/3878712907031250000000000000
5288,D2,1469,,134238869/100000000,108257340139/55163916900000000
5291,D3,1481,3527,666631843/50000000,32313302719563746275100346013/1654917507000000000000000000000000
5294,D1,1493,497,24218431/6250000,234999998030082934050139/41372937675000000000000000000
5297,D2,1505,,124909077/50000000,908268466883/248237626050000000
5300,D3,1517,3533,422715669/100000000,30708182064414674653619398259/4964752521000000000000000000000000
5303,D1,1529,509,373150197/100000000,678466419348825634968127/124118813025000000000000000000
5306,D2,1541,,72528901/50000000,526314890579/248237626050000000
5309,D3,1553,3539,638909687/50000000,92887030931485660027364191727/4964752521000000000000000000000000
5312,D1,1565,521,724524167/100000000,14629197871660434172537/1379097922500000000000000000
5315,D2,1577,,14768513/12500000,11961314303/6895489612500000
5318,D3,1589,3545,587303321/100000000,14249200225132060164062206763/1654917507000000000000000000000000
5321,D1,1601,533,689153951/100000000,156604587133104803227481/15514851628125000000000000000
5324,D2,1613,,289444939/100000000,701536352927/165491750700000000
5327,D3,1625,3551,187065801/50000000,201742200681190109045214439/36775944600000000000000000000000
5330,D1,1637,545,574524559/100000000,1043519536935366898109251/124118813025000000000000000000
5333,D2,1649,,136517799/100000000,110005930969/55163916900000000
5336,D3,1661,3557,1146852427/100000000,10415586895673794350548105861/620594065125000000000000000000000
5339,D1,1673,557,877632157/100000000,199261536238880778762727/15514851628125000000000000000
5342,D2,1685,,138910759/100000000,112340080729/55163916900000000
5345,D3,1697,3563,937620641/50000000,5049930585681685376746366753/183879723000000000000000000000000
5348,D1,1709,569,344857051/50000000,125419303745657215359811/12411881302500000000000000000
5351,D2,1721,,110277497/25000000,802359680063/124118813025000000
5354,D3,1733,3569,738514687/100000000,17896478200421303365395001363/1654917507000000000000000000000000
5357,D1,1745,581,131312583/25000000,106062659354748737694629/13790979225000000000000000000
5360,D2,1757,,73391371/25000000,533808103709/124118813025000000
5363,D3,1769,3575,277879799/50000000,40364636806329335381491396463/4964752521000000000000000000000000
5366,D1,1781,593,266668659/12500000,60595291999336013348567/1939356453515625000000000000
5369,D2,1793,,173275777/100000000,419103672061/165491750700000000
5372,D3,1805,3581,57246493/6250000,66572030997967416387108659011/4964752521000000000000000000000000
5375,D1,1817,605,129284729/25000000,117425497673926226274071/15514851628125000000000000000
5378,D2,1829,,1119221/400000,8129893859/1985901008400000
5381,D3,1841,3587,45394251/20000000,16490397144739862660669178211/4964752521000000000000000000000000
5384,D1,1853,617,671709477/100000000,244364091457444738864657/24823762605000000000000000000
5387,D2,1865,,215780987/100000000,1570407881773/496475252100000000
5390,D3,1877,3593,795898249/100000000,14465237560493635189943038367/1241188130250000000000000000000000
5393,D1,1889,629,293974003/50000000,133627148666534437301189/15514851628125000000000000000
5396,D2,1901,,37718999/20000000,273905153521/99295050420000000
5399,D3,1913,3599,86860789/20000000,2103416686625303816973274309/330983501400000000000000000000000
5402,D1,1925,641,173641081/20000000,65733687230807257507801/5171617209375000000000000000
5405,D2,1937,,253357539/50000000,1842735394181/248237626050000000
5408,D3,1949,3605,156885869/50000000,11404337686814464076063622253/2482376260500000000000000000000000
5411,D1,1961,653,238721303/50000000,86785157436617082966503/12411881302500000000000000000
5414,D2,1973,,123789037/100000000,900082087723/496475252100000000
5417,D3,1985,3611,307203959/25000000,89332905018019033419413111261/4964752521000000000000000000000000
5420,D1,1997,665,36933513/6250000,134247140142767093229221/15514851628125000000000000000
5423,D2,2009,,255197/156250,616966121/258580860468750
5426,D3,2021,3617,715392313/100000000,26015235401073063050347774141/2482376260500000000000000000000000
5429,D1,2033,677,439809979/100000000,133124988447890805036503/20686468837500000000000000000
5432,D2,2045,,344653911/100000000,836030080123/165491750700000000
5435,D3,2057,3623,493461491/100000000,35810648303297681410942943611/4964752521000000000000000000000000
5438,D1,2069,689,582790657/100000000,26475757853696267824679/3102970325625000000000000000
5441,D2,2081,,225717677/100000000,1642079986283/496475252100000000
5444,D3,2093,3629,52796333/10000000,4801117238261007101398193203/620594065125000000000000000000000
5447,D1,2105,701,1082982681/100000000,32802639334871135205923/2068646883750000000000000000
5450,D2,2117,,571371/390625,4162323709/1939356453515625
5453,D3,2129,3635,904941061/50000000,21930298272201459981357675979/827458753500000000000000000000000
5456,D1,2141,713,226204389/50000000,274164676987051574226251/41372937675000000000000000000
5459,D2,2153,,523040977/100000000,1267884315661/165491750700000000
5462,D3,2165,3641,65295169/25000000,9515345725511863718275804187/2482376260500000000000000000000000
5465,D1,2177,725,49663989/10000000,903339053632340473258139/124118813025000000000000000000
5468,D2,2189,,208553997/100000000,1515229623563/496475252100000000
5471,D3,2201,3647,1068656827/100000000,77667596063332702168668051781/4964752521000000000000000000000000
5474,D1,2213,737,665719597/100000000,604839294522269577121667/62059406512500000000000000000
5477,D2,2225,,36754767/25000000,267477982393/124118813025000000
5480,D3,2237,3653,256025159/25000000,4965160762336586188856700893/330983501400000000000000000000000
5483,D1,2249,749,405492091/50000000,163774928847961264176697/13790979225000000000000000000
5486,D2,2261,,106218293/50000000,85916881483/27581958450000000
5489,D3,2273,3659,174067703/50000000,25273688011051734584660695493/4964752521000000000000000000000000
5492,D1,2285,761,67313867/20000000,152907128137478434276097/31029703256250000000000000000
5495,D2,2297,,130018807/100000000,944169337553/496475252100000000
5498,D3,2309,3665,1208141421/100000000,1220281325685973300775921017/68954896125000000000000000000000
5501,D1,2321,773,375231781/50000000,1364101045232056111224211/124118813025000000000000000000
5504,D2,2333,,22797739/20000000,165426649981/99295050420000000
5507,D3,2345,3671,120793393/10000000,87831325941484294521704087959/4964752521000000000000000000000000
5510,D1,2357,785,69994727/12500000,508456709340764181876757/62059406512500000000000000000
5513,D2,2369,,154852349/20000000,1125439478171/99295050420000000
5516,D3,2381,3677,150293477/50000000,5458333478665140939909701627/1241188130250000000000000000000000
5519,D1,2393,797,125141687/20000000,1137707858900181632812633/124118813025000000000000000000
5522,D2,2405,,10071213/5000000,24409574009/8274587535000000
5525,D3,2417,3683,97311661/12500000,28278640777651573013155157329/2482376260500000000000000000000000
5528,D1,2429,809,1526688507/100000000,2774839547964028863110443/124118813025000000000000000000
5531,D2,2441,,4091289/3125000,29673110431/15514851628125000
5534,D3,2453,3689,1100496143/100000000,80013781458917977594888386961/4964752521000000000000000000000000
5537,D1,2465,821,12834351/3125000,746157597363320179817923/124118813025000000000000000000
5540,D2,2477,,96398691/50000000,233812216663/82745875350000000
5543,D3,2489,3695,59175697/20000000,7178073324761376729501430477/1654917507000000000000000000000000
5546,D1,2501,833,245088333/50000000,222808197851664456879367/31029703256250000000000000000
5549,D2,2513,,67879873/50000000,164199363389/82745875350000000
5552,D3,2525,3701,8496661/1000000,12358589442196572102731796571/992950504200000000000000000000000
5555,D1,2537,845,13359221/2000000,1213785077032065085942657/124118813025000000000000000000
5558,D2,2549,,170742299/100000000,1242998414221/496475252100000000
5561,D3,2561,3707,4676109/800000,68051782673271566117762389/7943604033600000000000000000000
5564,D1,2573,857,511687683/100000000,154886682198593878336669/20686468837500000000000000000
5567,D2,2585,,106466691/50000000,774655221989/248237626050000000
5570,D3,2597,3713,77979969/20000000,3538157869981736186497356737/620594065125000000000000000000000
5573,D1,2609,869,244563087/50000000,59232104239743292716397/8274587535000000000000000000
5576,D2,2621,,128031363/100000000,310326227959/165491750700000000
5579,D3,2633,3719,400108591/50000000,3879520787745595906409398513/330983501400000000000000000000000
5582,D1,2645,881,211847423/20000000,962791879917731158698719/62059406512500000000000000000
5585,D2,2657,,147451119/100000000,356940159667/165491750700000000
5588,D3,2669,3725,988794533/100000000,4792539917621512832089397221/330983501400000000000000000000000
